batchIndex,immutableKey,brand,productName,size,format,sku,removedSharedSourcePage,officialDomains,variantSpecificSearchQuery,requiredResolution,targetJpgPath
97,ca:aor-msm-glucosamine-45f2f3d6:0,AOR,MSM + Glucosamine,100 caps,Capsules,,https://aor.ca/product/msm-glucosamine/,aor.ca,"""AOR"" ""MSM + Glucosamine"" ""100 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/2f0b64f2b31b398406bca05a.jpg
98,ca:aor-multi-basics-3-bb38ce64:0,AOR,Multi Basics-3,180 caps,Capsules,,https://aor.ca/product/multi-basics-3/,aor.ca,"""AOR"" ""Multi Basics-3"" ""180 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/e2b5dba93fa10609b72ebc49.jpg
99,ca:aor-n-a-c-6effa74a:0,AOR,N-A-C,120 caps,Capsules,,https://aor.ca/product/n-a-c/,aor.ca,"""AOR"" ""N-A-C"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/4f77e0a019c0bccb47aa5d1d.jpg
101,ca:aor-niacin-no-flush-f70003d8:0,AOR,Niacin No-Flush,90 caps,Capsules,,https://aor.ca/product/niacin-no-flush/,aor.ca,"""AOR"" ""Niacin No-Flush"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/c45f04cca33e94034f51072f.jpg
104,ca:aor-nmn-wheat-germ-e00e621b:0,AOR,NMN + Wheat Germ,30 caps,Capsules,,https://aor.ca/product/nmn-wheat-germ/,aor.ca,"""AOR"" ""NMN + Wheat Germ"" ""30 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/0b97443fa82d33e87bab7178.jpg
105,ca:aor-olive-leaf-extract-87852cbf:0,AOR,Olive Leaf Extract,60 caps,Capsules,,https://aor.ca/product/olive-leaf-extract/,aor.ca,"""AOR"" ""Olive Leaf Extract"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/bb13938175af91fd24c36438.jpg
106,ca:aor-ortho-adapt-73936380:0,AOR,Ortho Adapt,240 caps,Capsules,,https://aor.ca/product/ortho-adapt/,aor.ca,"""AOR"" ""Ortho Adapt"" ""240 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/0756edda777796582114917d.jpg
107,ca:aor-ortho-adapt-vegan-563e70b9:0,AOR,Ortho Adapt Vegan,90 caps,Capsules,,https://aor.ca/product/ortho-adapt-vegan/,aor.ca,"""AOR"" ""Ortho Adapt Vegan"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/ef09962ab68eac9390fff979.jpg
108,ca:aor-ortho-bone-20efad64:0,AOR,Ortho Bone,300 caps,Capsules,,https://aor.ca/product/ortho-bone/,aor.ca,"""AOR"" ""Ortho Bone"" ""300 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/7a9c6e216bf53f42f1032925.jpg
109,ca:aor-ortho-bone-vegan-46ea00ca:0,AOR,Ortho Bone Vegan,300 caps,Capsules,,https://aor.ca/product/ortho-bone-vegan/,aor.ca,"""AOR"" ""Ortho Bone Vegan"" ""300 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/8076e6edce6ea2c7fe688a3a.jpg
110,ca:aor-ortho-c-d773869f:0,AOR,Ortho C+,240g,Weight,,https://aor.ca/product/ortho-c/,aor.ca,"""AOR"" ""Ortho C+"" ""240g"" ""Weight"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/12956f4d7173b782fcb3fe64.jpg
111,ca:aor-ortho-core-6ca381c1:0,AOR,Ortho Core,180 caps,Capsules,,https://aor.ca/product/ortho-core/,aor.ca,"""AOR"" ""Ortho Core"" ""180 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/ce16e9a400134c3f8578fd5e.jpg
113,ca:aor-ortho-glucose-ii-cb669a72:0,AOR,Ortho Glucose II,90 caps,Capsules,,https://aor.ca/product/ortho-glucose-ii/,aor.ca,"""AOR"" ""Ortho Glucose II"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/fe7cdac2398bba204cb89fe3.jpg
114,ca:aor-ortho-heart-5641273e:0,AOR,Ortho Heart,60 caps,Capsules,,https://aor.ca/product/ortho-heart/,aor.ca,"""AOR"" ""Ortho Heart"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/c8f3c917cca4692319798f09.jpg
115,ca:aor-ortho-iron-86636e19:0,AOR,Ortho Iron,60 caps,Capsules,,https://aor.ca/product/ortho-iron/,aor.ca,"""AOR"" ""Ortho Iron"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/a4406282f552ec30112fac42.jpg
116,ca:aor-ortho-iron-vegan-6f17e092:0,AOR,Ortho Iron Vegan,60 caps,Capsules,,https://aor.ca/product/ortho-iron-vegan/,aor.ca,"""AOR"" ""Ortho Iron Vegan"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/f4c802643472654ef90f15da.jpg
117,ca:aor-ortho-mind-e046d649:0,AOR,Ortho Mind,180 caps,Capsules,,https://aor.ca/product/ortho-mind/,aor.ca,"""AOR"" ""Ortho Mind"" ""180 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/48243af4f3bcb0496e9a3b87.jpg
119,ca:aor-ortho-sleep-9cac862d:0,AOR,Ortho Sleep,60 caps,Capsules,,https://aor.ca/product/ortho-sleep/,aor.ca,"""AOR"" ""Ortho Sleep"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/1581dd893cfff4de43dfa3ec.jpg
120,ca:aor-orthosil-bdb8e8e3:0,AOR,OrthoSil,30 caps,Capsules,,https://aor.ca/product/orthosil/,aor.ca,"""AOR"" ""OrthoSil"" ""30 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/6dc5a35acaa9704fe478e89a.jpg
121,ca:aor-p-5-p-08605493:0,AOR,P-5-P,60 count,,,https://aor.ca/product/p-5-p/,aor.ca,"""AOR"" ""P-5-P"" ""60 count"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/e8bc8174c2c7664eba37a524.jpg
122,ca:aor-p-e-a-k-activate-89b33ce7:0,AOR,P.E.A.K Activate,90 caps,Capsules,,https://aor.ca/product/p-e-a-k-activate/,aor.ca,"""AOR"" ""P.E.A.K Activate"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/bb529559461397ffb07274b9.jpg
124,ca:aor-pantethine-daca03ac:0,AOR,Pantethine,90 caps,Capsules,,https://aor.ca/product/pantethine/,aor.ca,"""AOR"" ""Pantethine"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/fb297b001f5d2831d0847a95.jpg
126,ca:aor-probiotic-3-79d9ada9:0,AOR,Probiotic-3,90 caps,Capsules,,https://aor.ca/product/probiotic-3/,aor.ca,"""AOR"" ""Probiotic-3"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/2714aa7a7707e80c0c3377ac.jpg
127,ca:aor-professional-pro-5-htp-100-ef0c01f9:0,AOR Professional,Pro 5-HTP 100,90 caps,Capsules,,https://aor.ca/product/pro-5-htp-100/,aor.ca,"""AOR Professional"" ""Pro 5-HTP 100"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/eb61f2348a4f9556fc123bf9.jpg
128,ca:aor-professional-pro-adapt-5313d1f4:0,AOR Professional,PRO Adapt,120 caps,Capsules,,https://aor.ca/product/pro-adapt/,aor.ca,"""AOR Professional"" ""PRO Adapt"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/8d0f4642e8d9aa364150dee3.jpg
129,ca:aor-professional-pro-adrenal-glandular-df586c76:0,AOR Professional,Pro Adrenal Glandular,60 caps,Capsules,,https://aor.ca/product/pro-adrenal-glandular/,aor.ca,"""AOR Professional"" ""Pro Adrenal Glandular"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/1d6372aee59905f8e407e3f4.jpg
130,ca:aor-professional-pro-b-complex-081b656b:0,AOR Professional,Pro B-Complex,180 caps,Capsules,,https://aor.ca/product/pro-b-complex/,aor.ca,"""AOR Professional"" ""Pro B-Complex"" ""180 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/08bd82c809d73d86a4f6fbb0.jpg
132,ca:aor-professional-pro-bones-dbb1314a:0,AOR Professional,Pro Bones,240 caps,Capsules,,https://aor.ca/product/pro-bones/,aor.ca,"""AOR Professional"" ""Pro Bones"" ""240 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/9fea965627ee0f01d321b011.jpg
133,ca:aor-professional-pro-boswellia-max-06b8f76b:0,AOR Professional,Pro Boswellia Max,90 caps,Capsules,,https://aor.ca/product/pro-boswellia-max/,aor.ca,"""AOR Professional"" ""Pro Boswellia Max"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/1538a0c8086d96e7c204d710.jpg
135,ca:aor-professional-pro-curcumin-f4ed86b7:0,AOR Professional,Pro Curcumin,90 caps,Capsules,,https://aor.ca/product/pro-curcumin/,aor.ca,"""AOR Professional"" ""Pro Curcumin"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/f1a8a33bd1e659afa35be195.jpg
136,ca:aor-professional-pro-destress-3ec5a286:0,AOR Professional,Pro Destress,90 caps,Capsules,,https://aor.ca/product/pro-destress/,aor.ca,"""AOR Professional"" ""Pro Destress"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/d17b69d14df8e79de590cb14.jpg
137,ca:aor-professional-pro-e-complex-6c5f6716:0,AOR Professional,Pro E Complex,60 softgels,Softgels,,https://aor.ca/product/pro-e-complex/,aor.ca,"""AOR Professional"" ""Pro E Complex"" ""60 softgels"" ""Softgels"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/e97af10b8e50574e92915aa3.jpg
138,ca:aor-professional-pro-estro-support-6af2b353:0,AOR Professional,Pro Estro Support,60 caps,Capsules,,https://aor.ca/product/pro-estro-support/,aor.ca,"""AOR Professional"" ""Pro Estro Support"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/f47502d0d5de70b06db1a008.jpg
139,ca:aor-professional-pro-gastro-relief-65775cfb:0,AOR Professional,Pro Gastro Relief,60 caps,Capsules,,https://aor.ca/product/pro-gastro-relief/,aor.ca,"""AOR Professional"" ""Pro Gastro Relief"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/0122047ceefc70da62a0e908.jpg
140,ca:aor-professional-pro-green-tea-53865591:0,AOR Professional,Pro Green Tea,120 caps,Capsules,,https://aor.ca/product/pro-green-tea/,aor.ca,"""AOR Professional"" ""Pro Green Tea"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/233d0ba444a7463bf89bf88d.jpg
141,ca:aor-professional-pro-magnesium-plus-6b1b591e:0,AOR Professional,Pro Magnesium Plus,120 caps,Capsules,,https://aor.ca/product/pro-magnesium-plus/,aor.ca,"""AOR Professional"" ""Pro Magnesium Plus"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/0b65f51ed3bbb3a42dc0f30f.jpg
142,ca:aor-professional-pro-magnesium-synergy-8513de58:0,AOR Professional,Pro Magnesium Synergy,209g,Weight,,https://aor.ca/product/pro-magnesium-synergy/,aor.ca,"""AOR Professional"" ""Pro Magnesium Synergy"" ""209g"" ""Weight"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/f6a0d417d306820515483fa1.jpg
144,ca:aor-professional-pro-n-a-c-6de64cde:0,AOR Professional,Pro N-A-C,120 caps,Capsules,,https://aor.ca/product/pro-n-a-c/,aor.ca,"""AOR Professional"" ""Pro N-A-C"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/11390a9fccdb5d12b3872561.jpg
145,ca:aor-professional-pro-ortho-core-9bcbe674:0,AOR Professional,Pro Ortho Core,180 caps,Capsules,,https://aor.ca/product/pro-ortho-core/,aor.ca,"""AOR Professional"" ""Pro Ortho Core"" ""180 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/ea3a3a09305e4ce158fc3bbe.jpg
146,ca:aor-professional-pro-pain-relief-84ef0b38:0,AOR Professional,Pro Pain Relief,120 caps,Capsules,,https://aor.ca/product/pro-pain-relief/,aor.ca,"""AOR Professional"" ""Pro Pain Relief"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/01d92798361eaa88163b7fc9.jpg
147,ca:aor-professional-pro-palmitoylethanolamide-p-e-a-40386c5e:0,AOR Professional,Pro Palmitoylethanolamide (P.E.A.),90 caps,Capsules,,https://aor.ca/product/pro-palmitoylethanolamide/,aor.ca,"""AOR Professional"" ""Pro Palmitoylethanolamide (P.E.A.)"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/e92f1f80becc4829faacb650.jpg
148,ca:aor-professional-pro-quercetin-50cdb2f5:0,AOR Professional,Pro Quercetin,120 caps,Capsules,,https://aor.ca/product/pro-quercetin/,aor.ca,"""AOR Professional"" ""Pro Quercetin"" ""120 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/0694b97b209f3ef99996c0f9.jpg
149,ca:aor-professional-pro-sleep-8a7e9ab7:0,AOR Professional,Pro Sleep,60 caps,Capsules,,https://aor.ca/product/pro-sleep/,aor.ca,"""AOR Professional"" ""Pro Sleep"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/82a52ee984d8308aa5a87664.jpg
150,ca:aor-professional-pro-theanine-a750e818:0,AOR Professional,Pro Theanine,90 caps,Capsules,,https://aor.ca/product/pro-theanine/,aor.ca,"""AOR Professional"" ""Pro Theanine"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/2217800a16b42bd377e0360f.jpg
151,ca:aor-professional-pro-thyroid-1991cbff:0,AOR Professional,Pro Thyroid,90 caps,Capsules,,https://aor.ca/product/pro-thyroid/,aor.ca,"""AOR Professional"" ""Pro Thyroid"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/1d67a242ad7de6e2c0994bdf.jpg
152,ca:aor-professional-pro-tri-b12-66e4b203:0,AOR Professional,Pro Tri B12,60 lozenges,Chewables,,https://aor.ca/product/pro-tri-b12/,aor.ca,"""AOR Professional"" ""Pro Tri B12"" ""60 lozenges"" ""Chewables"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/10d91f13f6510acbaa000cad.jpg
153,ca:aor-professional-pro-vision-21e105a4:0,AOR Professional,Pro Vision,60 softgels,Softgels,,https://aor.ca/product/pro-vision/,aor.ca,"""AOR Professional"" ""Pro Vision"" ""60 softgels"" ""Softgels"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/4cf3ac1aaac45c9874eb8c08.jpg
154,ca:aor-professional-pro-vitamin-c-0f847f6a:0,AOR Professional,Pro Vitamin C,300 caps,Capsules,,https://aor.ca/product/pro-vitamin-c/,aor.ca,"""AOR Professional"" ""Pro Vitamin C"" ""300 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/ace92d3e63a8946c6d0f9074.jpg
156,ca:aor-prostate-support-c22c5ed3:0,AOR,Prostate Support,90 caps,Capsules,,https://aor.ca/product/prostate-support/,aor.ca,"""AOR"" ""Prostate Support"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/8cb2b920e021b50c3eb72bde.jpg
157,ca:aor-ps-100-694c2a40:0,AOR,PS-100,60 caps,Capsules,,https://aor.ca/product/ps-100/,aor.ca,"""AOR"" ""PS-100"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/63f7325ffd771177d377495b.jpg
158,ca:aor-psyllium-curcumin-3b483645:0,AOR,Psyllium + Curcumin,217.5g,Weight,,https://aor.ca/product/psyllium-curcumin/,aor.ca,"""AOR"" ""Psyllium + Curcumin"" ""217.5g"" ""Weight"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/b5f9d99e4e8d2f7967267187.jpg
159,ca:aor-quercetin-1e17a69d:0,AOR,Quercetin,200 caps,Capsules,,https://aor.ca/product/quercetin/,aor.ca,"""AOR"" ""Quercetin"" ""200 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/35c7fd9849cdfd4210b7b65c.jpg
161,ca:aor-r-lipoic-acid-high-dose-d555fa23:0,AOR,R-Lipoic Acid (High Dose),60 caps,Capsules,,https://aor.ca/product/r-lipoic-acid/,aor.ca,"""AOR"" ""R-Lipoic Acid (High Dose)"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/69362be033ba7507f98979a5.jpg
162,ca:aor-red-yeast-rice-3e194fb2:0,AOR,Red Yeast Rice,60 caps,Capsules,,https://aor.ca/product/red-yeast-rice/,aor.ca,"""AOR"" ""Red Yeast Rice"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/8f72fc310c6625125f86f82e.jpg
163,ca:aor-red-yeast-rice-garlic-b3b2214d:0,AOR,Red Yeast Rice + Garlic,60 caps,Capsules,,https://aor.ca/product/red-yeast-rice/,aor.ca,"""AOR"" ""Red Yeast Rice + Garlic"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/73d56bcf08e6876fdafad7e7.jpg
164,ca:aor-relax-and-recharge-92def65c:0,AOR,Relax & Recharge,90 caps,Capsules,,https://aor.ca/product/relax-and-recharge/,aor.ca,"""AOR"" ""Relax & Recharge"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/bfe4c670ae6abed0d38af8af.jpg
165,ca:aor-rhodiola-047be3c4:0,AOR,Rhodiola,60 caps,Capsules,,https://aor.ca/product/rhodiola/,aor.ca,"""AOR"" ""Rhodiola"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/80a267ba08cfb39711808d04.jpg
166,ca:aor-ribogen-mg-18c3b64f:0,AOR,Ribogen Mg,263g,Weight,,https://aor.ca/product/ribogen-mg/,aor.ca,"""AOR"" ""Ribogen Mg"" ""263g"" ""Weight"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/bdcb7675fbb68628774cc4a1.jpg
168,ca:aor-saffron-2-0-3fdb3f53:0,AOR,Saffron 2.0,60 caps,Capsules,,https://aor.ca/product/saffron-2-0/,aor.ca,"""AOR"" ""Saffron 2.0"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/4eb25199b3082ff698ce8bb9.jpg
169,ca:aor-same-400-2201c62d:0,AOR,SAMe 400,30 count,,,https://aor.ca/product/same-400/,aor.ca,"""AOR"" ""SAMe 400"" ""30 count"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/e2acc7add9a1231ec057f875.jpg
170,ca:aor-semet-705004e1:0,AOR,SeMet,90 caps,Capsules,,https://aor.ca/product/semet/,aor.ca,"""AOR"" ""SeMet"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/4233d46504d66b83c8f3f1a8.jpg
172,ca:aor-strontium-support-ii-c9ee42c4:0,AOR,Strontium Support II,60 caps,Capsules,,https://aor.ca/product/strontium-support-ii/,aor.ca,"""AOR"" ""Strontium Support II"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/4f4abc315f3ed1e2325fa5d9.jpg
173,ca:aor-superfocus-422a70fa:0,AOR,SuperFocus,60 caps,Capsules,,https://aor.ca/product/superfocus/,aor.ca,"""AOR"" ""SuperFocus"" ""60 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/dccb9de5e2bbb178f09397df.jpg
174,ca:aor-taurine-e181f635:0,AOR,Taurine,270 caps,Capsules,,https://aor.ca/product/taurine/,aor.ca,"""AOR"" ""Taurine"" ""270 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/3c564da768708514b88eebec.jpg
175,ca:aor-thyro-support-a38f124b:0,AOR,Thyro Support,90 caps,Capsules,,https://aor.ca/product/thyro-support/,aor.ca,"""AOR"" ""Thyro Support"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/b2106dd478d9d6c2288edf6a.jpg
176,ca:aor-total-e-564dcf64:0,AOR,Total E,60 softgels,Softgels,,https://aor.ca/product/total-e/,aor.ca,"""AOR"" ""Total E"" ""60 softgels"" ""Softgels"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/4a8101c78386d74f593ce1de.jpg
177,ca:aor-tri-b12-synergy-ff7da137:0,AOR,Tri B12 Synergy,60 lozenges,Chewables,,https://aor.ca/product/tri-b12-synergy/,aor.ca,"""AOR"" ""Tri B12 Synergy"" ""60 lozenges"" ""Chewables"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/f2c07aa680744b130feeb938.jpg
178,ca:aor-triphlax-750-ddaeb93f:0,AOR,Triphlax 750,100 caps,Capsules,,https://aor.ca/product/triphlax-750/,aor.ca,"""AOR"" ""Triphlax 750"" ""100 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/a3876b3d234b3eed14637e92.jpg
179,ca:aor-urica-8db9e9ae:0,AOR,Urica,90 caps,Capsules,,https://aor.ca/product/urica/,aor.ca,"""AOR"" ""Urica"" ""90 caps"" ""Capsules"" official product bottle package",UNIQUE_EXACT_PRODUCT_PACKAGE_IMAGE,assets/product-images/catalogue-v28/69497e5cf50c0532bc45b824.jpg
